Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee
Juan Mata,Attacking Midfield,25,Chelsea,Premier League,Man Utd,Premier League,2013-2014,38000000,44730000
Falcao,Centre-Forward,27,Atlético Madrid,LaLiga,Monaco,Ligue 1,2013-2014,60000000,43000000
Fernandinho,Defensive Midfield,28,Shakhtar D.,Premier Liga,Man City,Premier League,2013-2014,32000000,40000000
Gonzalo Higuaín,Centre-Forward,25,Real Madrid,LaLiga,SSC Napoli,Serie A,2013-2014,30000000,39000000
Mario Götze,Attacking Midfield,21,Bor. Dortmund,1.Bundesliga,Bayern Munich ,1.Bundesliga,2013-2014,45000000,37000000
Willian,Right Winger,25,Anzhi,Premier Liga,Chelsea,Premier League,2013-2014,30000000,35500000
Marouane Fellaini,Central Midfield,25,Everton,Premier League,Man Utd,Premier League,2013-2014,28000000,32400000
Asier Illarramendi,Defensive Midfield,23,Real Sociedad,LaLiga,Real Madrid,LaLiga,2013-2014,12000000,32000000
Marquinhos,Centre-Back,19,AS Roma,Serie A,Paris SG,Ligue 1,2013-2014,15000000,31400000
Roberto Soldado,Centre-Forward,28,Valencia CF,LaLiga,Spurs,Premier League,2013-2014,28000000,30000000
Isco,Attacking Midfield,21,Málaga CF,LaLiga,Real Madrid,LaLiga,2013-2014,25000000,30000000
Érik Lamela,Right Winger,21,AS Roma,Serie A,Spurs,Premier League,2013-2014,23000000,30000000
Henrikh Mkhitaryan,Attacking Midfield,24,Shakhtar D.,Premier Liga,Bor. Dortmund,1.Bundesliga,2013-2014,22000000,27500000
Stevan Jovetic,Centre-Forward,23,Fiorentina,Serie A,Man City,Premier League,2013-2014,28000000,26000000
João Moutinho,Central Midfield,26,FC Porto,Liga NOS,Monaco,Ligue 1,2013-2014,30000000,25000000
Nemanja Matic,Defensive Midfield,25,Benfica,Liga NOS,Chelsea,Premier League,2013-2014,27000000,25000000
Thiago,Central Midfield,22,FC Barcelona,LaLiga,Bayern Munich ,1.Bundesliga,2013-2014,22000000,25000000
Álvaro Negredo,Centre-Forward,27,Sevilla FC,LaLiga,Man City,Premier League,2013-2014,20000000,25000000
Yohan Cabaye,Central Midfield,28,Newcastle,Premier League,Paris SG,Ligue 1,2013-2014,20000000,25000000
Bernard,Left Winger,20,Atlético-MG,Série A,Shakhtar D.,Premier Liga,2013-2014,10000000,25000000
André Schürrle,Left Winger,22,Bay. Leverkusen,1.Bundesliga,Chelsea,Premier League,2013-2014,25000000,22000000
Kevin De Bruyne,Attacking Midfield,22,Chelsea,Premier League,VfL Wolfsburg,1.Bundesliga,2013-2014,15000000,22000000
Jesús Navas,Right Winger,27,Sevilla FC,LaLiga,Man City,Premier League,2013-2014,20000000,20000000
Juan Cuadrado,Right Winger,25,Udinese Calcio,Serie A,Fiorentina,Serie A,2013-2014,15000000,20000000
Geoffrey Kondogbia,Central Midfield,20,Sevilla FC,LaLiga,Monaco,Ligue 1,2013-2014,15000000,20000000
Paulinho,Central Midfield,24,Corinthians,Série A,Spurs,Premier League,2013-2014,12000000,19730000
Aleksandr Kokorin,Centre-Forward,22,Anzhi,Premier Liga,Dinamo Moscow,Premier Liga,2013-2014,15000000,19000000
Mamadou Sakho,Centre-Back,23,Paris SG,Ligue 1,Liverpool,Premier League,2013-2014,15000000,19000000
Aleksandr Kokorin,Centre-Forward,22,Dinamo Moscow,Premier Liga,Anzhi,Premier Liga,2013-2014,12000000,19000000
Hernanes,Attacking Midfield,28,Lazio,Serie A,Inter,Serie A,2013-2014,22000000,18000000
José Salomón Rondón,Centre-Forward,24,Rubin Kazan,Premier Liga,Zenit S-Pb,Premier Liga,2013-2014,11000000,18000000
Kevin Strootman,Central Midfield,23,PSV Eindhoven,Eredivisie,AS Roma,Serie A,2013-2014,13000000,17500000
Andy Carroll,Centre-Forward,24,Liverpool,Premier League,West Ham,Premier League,2013-2014,11000000,17500000
Mohamed Salah,Right Winger,21,FC Basel,Super League,Chelsea,Premier League,2013-2014,8500000,16500000
Luiz Gustavo,Defensive Midfield,26,Bayern Munich ,1.Bundesliga,VfL Wolfsburg,1.Bundesliga,2013-2014,18000000,16000000
Wilfried Bony,Centre-Forward,24,Vitesse,Eredivisie,Swansea,Premier League,2013-2014,12000000,16000000
Mario Gómez,Centre-Forward,28,Bayern Munich ,1.Bundesliga,Fiorentina,Serie A,2013-2014,28000000,15500000
James McCarthy,Central Midfield,22,Wigan,Championship,Everton,Premier League,2013-2014,7500000,15300000
Konstantinos Mitroglou,Centre-Forward,25,Olympiacos,Super League,Fulham,Premier League,2013-2014,7200000,15200000
Daniel Osvaldo,Centre-Forward,27,AS Roma,Serie A,Southampton,Premier League,2013-2014,17000000,15100000
Igor Denisov,Defensive Midfield,29,Anzhi,Premier Liga,Dinamo Moscow,Premier Liga,2013-2014,16000000,15000000
Igor Denisov,Defensive Midfield,29,Zenit S-Pb,Premier Liga,Anzhi,Premier Liga,2013-2014,16000000,15000000
Moubarak Boussoufa,Attacking Midfield,29,Anzhi,Premier Liga,Loko Moscow,Premier Liga,2013-2014,14000000,15000000
Angelo Ogbonna,Centre-Back,25,Torino,Serie A,Juventus,Serie A,2013-2014,12000000,15000000
Lucas Digne,Left-Back,20,LOSC Lille,Ligue 1,Paris SG,Ligue 1,2013-2014,10000000,15000000
Fred,Central Midfield,20,Internacional,Série A,Shakhtar D.,Premier Liga,2013-2014,5000000,15000000
Kurt Zouma,Centre-Back,19,Saint-Étienne,Ligue 1,Chelsea,Premier League,2013-2014,7500000,14600000
Victor Wanyama,Defensive Midfield,22,Celtic,Premiership,Southampton,Premier League,2013-2014,5000000,14500000
Pizzi,Central Midfield,23,Atlético Madrid,LaLiga,Benfica,Liga NOS,2013-2014,6000000,14000000
Christian Eriksen,Attacking Midfield,21,AFC Ajax,Eredivisie,Spurs,Premier League,2013-2014,18000000,13500000
Medhi Benatia,Centre-Back,26,Udinese Calcio,Serie A,AS Roma,Serie A,2013-2014,13000000,13500000
Leandro Damião,Centre-Forward,24,Internacional,Série A,Santos FC,Série A,2013-2014,22000000,13000000
Pierre-Emerick Aubameyang,Centre-Forward,24,Saint-Étienne,Ligue 1,Bor. Dortmund,1.Bundesliga,2013-2014,15000000,13000000
Emmanuel Emenike,Centre-Forward,26,Spartak Moscow,Premier Liga,Fenerbahce,Süper Lig,2013-2014,12000000,13000000
Mauro Icardi,Centre-Forward,20,Sampdoria,Serie A,Inter,Serie A,2013-2014,12000000,13000000
Gary Medel,Defensive Midfield,26,Sevilla FC,LaLiga,Cardiff,Premier League,2013-2014,10000000,13000000
Bojan Krkic,Second Striker,22,AS Roma,Serie A,FC Barcelona,LaLiga,2013-2014,8000000,13000000
Bruma,Left Winger,18,Sporting CP,Liga NOS,Galatasaray,Süper Lig,2013-2014,2500000,13000000
Lassana Diarra,Defensive Midfield,28,Anzhi,Premier Liga,Loko Moscow,Premier Liga,2013-2014,14000000,12000000
Vágner Love,Centre-Forward,29,CSKA Moscow,Premier Liga,SD Luneng,Super League,2013-2014,12000000,12000000
Adem Ljajic,Attacking Midfield,21,Fiorentina,Serie A,AS Roma,Serie A,2013-2014,12000000,12000000
Raúl Albiol,Centre-Back,27,Real Madrid,LaLiga,SSC Napoli,Serie A,2013-2014,8000000,12000000
Florian Thauvin,Right Winger,20,LOSC Lille,Ligue 1,Marseille,Ligue 1,2013-2014,6000000,12000000
Christian Benítez,Centre-Forward,27,América,Liga MX Clausura,El-Jaish,Stars League,2013-2014,8000000,11700000
Christopher Samba,Centre-Back,29,QPR,Championship,Anzhi,Premier Liga,2013-2014,11000000,11600000
Manolo Gabbiadini,Centre-Forward,21,Juventus,Serie A,Sampdoria,Serie A,2013-2014,7000000,11500000
Étienne Capoue,Defensive Midfield,25,Toulouse,Ligue 1,Spurs,Premier League,2013-2014,13000000,11000000
Alessandro Matri,Centre-Forward,29,Juventus,Serie A,AC Milan,Serie A,2013-2014,11000000,11000000
Yuri Zhirkov,Left Midfield,30,Anzhi,Premier Liga,Dinamo Moscow,Premier Liga,2013-2014,11000000,11000000
Dieumerci Mbokani,Centre-Forward,27,RSC Anderlecht,Jupiler Pro League,Dynamo Kyiv,Premier Liga,2013-2014,10000000,11000000
Fernando,Defensive Midfield,21,Grêmio,Série A,Shakhtar D.,Premier Liga,2013-2014,10000000,11000000
Héctor Herrera,Central Midfield,23,CF Pachuca,Liga MX Clausura,FC Porto,Liga NOS,2013-2014,6000000,11000000
Iago Aspas,Right Winger,25,Celta de Vigo,LaLiga,Liverpool,Premier League,2013-2014,9000000,10800000
Simon Mignolet,Goalkeeper,25,Sunderland,Premier League,Liverpool,Premier League,2013-2014,5500000,10600000
Lacina Traoré,Centre-Forward,23,Anzhi,Premier Liga,Monaco,Ligue 1,2013-2014,16000000,10000000
Kevin-Prince Boateng,Central Midfield,26,AC Milan,Serie A,FC Schalke 04,1.Bundesliga,2013-2014,15000000,10000000
Younès Belhanda,Attacking Midfield,23,Montpellier,Ligue 1,Dynamo Kyiv,Premier Liga,2013-2014,14000000,10000000
Heung-min Son,Left Winger,20,Hamburger SV,1.Bundesliga,Bay. Leverkusen,1.Bundesliga,2013-2014,14000000,10000000
Christopher Samba,Centre-Back,29,Anzhi,Premier Liga,Dinamo Moscow,Premier Liga,2013-2014,11000000,10000000
Ricky van Wolfswinkel,Centre-Forward,24,Sporting CP,Liga NOS,Norwich,Premier League,2013-2014,10500000,10000000
Carlos Bacca,Centre-Forward,26,Club Brugge,Jupiler Pro League,Sevilla FC,LaLiga,2013-2014,8000000,10000000
Juan Quintero,Attacking Midfield,20,Pescara,Serie B,FC Porto,Liga NOS,2013-2014,7000000,10000000
Lazar Markovic,Right Winger,19,Partizan,SuperLiga,Benfica,Liga NOS,2013-2014,7000000,10000000
Dejan Lovren,Centre-Back,24,Olympique Lyon,Ligue 1,Southampton,Premier League,2013-2014,7000000,10000000
Josuha Guilavogui,Defensive Midfield,22,Saint-Étienne,Ligue 1,Atlético Madrid,LaLiga,2013-2014,6500000,10000000
Jozy Altidore,Centre-Forward,23,AZ Alkmaar,Eredivisie,Sunderland,Premier League,2013-2014,5000000,10000000
Simone Zaza,Centre-Forward,22,Juventus,Serie A,Sassuolo,Serie A,2013-2014,4500000,10000000
Sokratis,Centre-Back,25,Werder Bremen,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2013-2014,10000000,9900000
Yahia Al-Shehri,Right Winger,23,Al-Ettifaq,Professional League,Nasr,Professional League,2013-2014,600000,9800000
Andrea Poli,Central Midfield,23,Sampdoria,Serie A,AC Milan,Serie A,2013-2014,8000000,9700000
José Callejón,Right Winger,26,Real Madrid,LaLiga,SSC Napoli,Serie A,2013-2014,10000000,9500000
Jorginho,Defensive Midfield,22,Hellas Verona,Serie A,SSC Napoli,Serie A,2013-2014,10000000,9500000
Vlad Chiriches,Centre-Back,23,FCS Bucharest,Liga 1,Spurs,Premier League,2013-2014,8000000,9500000
Vitinho,Second Striker,19,Botafogo,Série A,CSKA Moscow,Premier Liga,2013-2014,3000000,9500000
Dries Mertens,Centre-Forward,26,PSV Eindhoven,Eredivisie,SSC Napoli,Serie A,2013-2014,13000000,9480000
Marco van Ginkel,Central Midfield,20,Vitesse,Eredivisie,Chelsea,Premier League,2013-2014,8000000,9400000
Steven Caulker,Centre-Back,21,Spurs,Premier League,Cardiff,Premier League,2013-2014,8000000,9150000
Carlos Tévez,Second Striker,29,Man City,Premier League,Juventus,Serie A,2013-2014,27000000,9000000
Josip Ilicic,Attacking Midfield,25,US Palermo,Serie B,Fiorentina,Serie A,2013-2014,9500000,9000000
Jeremain Lens,Right Winger,25,PSV Eindhoven,Eredivisie,Dynamo Kyiv,Premier Liga,2013-2014,9000000,9000000
Wellington Nem,Attacking Midfield,21,Fluminense,Série A,Shakhtar D.,Premier Liga,2013-2014,8000000,9000000
Aleksandar Dragovic,Centre-Back,22,FC Basel,Super League,Dynamo Kyiv,Premier Liga,2013-2014,7000000,9000000
Dimitri Payet,Attacking Midfield,26,LOSC Lille,Ligue 1,Marseille,Ligue 1,2013-2014,15000000,8700000
Andreas Cornelius,Centre-Forward,20,FC Copenhagen,Superligaen,Cardiff,Premier League,2013-2014,4500000,8700000
Roberto,Goalkeeper,27,Real Zaragoza,LaLiga2,Benfica,Liga NOS,2013-2014,4000000,8600000
Abdelaziz Barrada,Attacking Midfield,24,Getafe CF,LaLiga,Al-Jazira,UAE Gulf League,2013-2014,8000000,8500000
Shane Long,Centre-Forward,27,West Brom,Premier League,Hull City,Premier League,2013-2014,5500000,8500000
Lucas Biglia,Defensive Midfield,27,RSC Anderlecht,Jupiler Pro League,Lazio,Serie A,2013-2014,8000000,8400000
Antonio Candreva,Right Winger,26,Udinese Calcio,Serie A,Lazio,Serie A,2013-2014,10000000,8200000
Nacer Chadli,Left Winger,23,FC Twente,Eredivisie,Spurs,Premier League,2013-2014,9000000,8150000
Beñat Etxebarria,Central Midfield,26,Real Betis,LaLiga,Athletic Bilbao,LaLiga,2013-2014,12000000,8000000
Cristian Ansaldi,Left-Back,26,Rubin Kazan,Premier Liga,Zenit S-Pb,Premier Liga,2013-2014,10000000,8000000
Gervinho,Left Winger,26,Arsenal,Premier League,AS Roma,Serie A,2013-2014,10000000,8000000
Adam Maher,Attacking Midfield,19,AZ Alkmaar,Eredivisie,PSV Eindhoven,Eredivisie,2013-2014,9000000,8000000
Denis Glushakov,Central Midfield,26,Loko Moscow,Premier Liga,Spartak Moscow,Premier Liga,2013-2014,9000000,8000000
Filip Djuricic,Attacking Midfield,21,Heerenveen,Eredivisie,Benfica,Liga NOS,2013-2014,7000000,8000000
Ádám Szalai,Centre-Forward,25,1.FSV Mainz 05,1.Bundesliga,FC Schalke 04,1.Bundesliga,2013-2014,7000000,8000000
Aras Özbiliz,Right Winger,23,Kuban Krasnodar,Premier Liga,Spartak Moscow,Premier Liga,2013-2014,6500000,8000000
Nilmar,Centre-Forward,29,Al Rayyan,Stars League,El-Jaish,Stars League,2013-2014,5000000,8000000
Dorlan Pabón,Second Striker,25,Monterrey,Liga MX Clausura,Valencia CF,LaLiga,2013-2014,5000000,8000000
Luis Alberto,Attacking Midfield,20,Sevilla FC,LaLiga,Liverpool,Premier League,2013-2014,5000000,8000000
Nikica Jelavic,Centre-Forward,28,Everton,Premier League,Hull City,Premier League,2013-2014,6500000,7800000
Duvier Riascos,Centre-Forward,27,Club Tijuana,Liga MX Clausura,CF Pachuca,Liga MX Clausura,2013-2014,4000000,7600000
Kévin Gameiro,Centre-Forward,26,Paris SG,Ligue 1,Sevilla FC,LaLiga,2013-2014,10000000,7500000
Alessandro Diamanti,Second Striker,30,Bologna,Serie A,GZ Evergrande,Super League,2013-2014,8000000,7500000
Emanuele Giaccherini,Left Winger,28,Juventus,Serie A,Sunderland,Premier League,2013-2014,7500000,7500000
Felipe Anderson,Right Winger,20,Santos FC,Série A,Lazio,Serie A,2013-2014,6000000,7500000
Saphir Taider,Central Midfield,21,Bologna,Serie A,Inter,Serie A,2013-2014,5000000,7500000
Wálter Montillo,Attacking Midfield,29,Santos FC,Série A,SD Luneng,Super League,2013-2014,4000000,7500000
Giannelli Imbula,Defensive Midfield,20,Guingamp,Ligue 1,Marseille,Ligue 1,2013-2014,3000000,7500000
Tiago Ilori,Centre-Back,20,Sporting CP,Liga NOS,Liverpool,Premier League,2013-2014,1500000,7500000
Duván Zapata,Centre-Forward,22,Estudiantes,Torneo Final,SSC Napoli,Serie A,2013-2014,3000000,7470000
Michael Bradley,Central Midfield,26,AS Roma,Serie A,Toronto FC,MLS,2013-2014,6500000,7400000
Jermain Defoe,Centre-Forward,31,Spurs,Premier League,Toronto FC,MLS,2013-2014,6000000,7300000
Alper Potuk,Attacking Midfield,22,Eskisehirspor,Süper Lig,Fenerbahce,Süper Lig,2013-2014,6500000,7250000
Lisandro López,Centre-Forward,30,Olympique Lyon,Ligue 1,Al Gharafa,Stars League,2013-2014,8500000,7200000
Papu Gómez,Second Striker,25,Catania,Serie A,Metalist,Premier Liga,2013-2014,11000000,7000000
Toby Alderweireld,Centre-Back,24,AFC Ajax,Eredivisie,Atlético Madrid,LaLiga,2013-2014,10000000,7000000
Stéphane Sessègnon,Attacking Midfield,29,Sunderland,Premier League,West Brom,Premier League,2013-2014,9000000,7000000
Felipe Caicedo,Centre-Forward,25,Loko Moscow,Premier Liga,Al-Jazira,UAE Gulf League,2013-2014,8000000,7000000
Diego Reyes,Centre-Back,20,América,Liga MX Clausura,FC Porto,Liga NOS,2013-2014,7000000,7000000
Leo Baptistão,Centre-Forward,20,Rayo Vallecano,LaLiga,Atlético Madrid,LaLiga,2013-2014,7000000,7000000
Vladimir Gabulov,Goalkeeper,29,Anzhi,Premier Liga,Dinamo Moscow,Premier Liga,2013-2014,6500000,7000000
Facundo Ferreyra,Centre-Forward,22,Vélez Sarsfield,Torneo Final,Shakhtar D.,Premier Liga,2013-2014,6000000,7000000
Arouna Koné,Centre-Forward,29,Wigan,Championship,Everton,Premier League,2013-2014,5000000,7000000
Oleg Shatov,Central Midfield,23,Anzhi,Premier Liga,Zenit S-Pb,Premier Liga,2013-2014,5000000,7000000
Clint Dempsey,Second Striker,30,Spurs,Premier League,"Sounders FC	",MLS,2013-2014,10000000,6800000
Daniel Carvajal,Right-Back,21,Bay. Leverkusen,1.Bundesliga,Real Madrid,LaLiga,2013-2014,10000000,6500000
Benoît Trémoulinas,Left-Back,27,G. Bordeaux,Ligue 1,Dynamo Kyiv,Premier Liga,2013-2014,9500000,6500000
Tino Costa,Central Midfield,28,Valencia CF,LaLiga,Spartak Moscow,Premier Liga,2013-2014,7000000,6500000
Libor Kozak,Centre-Forward,24,Lazio,Serie A,Aston Villa,Premier League,2013-2014,3800000,6500000
Diego Souza,Attacking Midfield,28,Cruzeiro,Série A,Metalist,Premier Liga,2013-2014,3500000,6500000
Aurélien Chedjou,Centre-Back,28,LOSC Lille,Ligue 1,Galatasaray,Süper Lig,2013-2014,12000000,6300000
Gary Hooper,Centre-Forward,25,Celtic,Premiership,Norwich,Premier League,2013-2014,5000000,6300000
Alex Telles,Left-Back,21,Grêmio,Série A,Galatasaray,Süper Lig,2013-2014,1500000,6150000
Jucilei,Defensive Midfield,25,Anzhi,Premier Liga,Al-Jazira,UAE Gulf League,2013-2014,11000000,6000000
Giovani dos Santos,Second Striker,24,RCD Mallorca,LaLiga2,Villarreal CF,LaLiga,2013-2014,6500000,6000000
Matías Silvestre,Centre-Back,28,US Palermo,Serie B,Inter,Serie A,2013-2014,6000000,6000000
Cristián Zapata,Centre-Back,26,Villarreal CF,LaLiga,AC Milan,Serie A,2013-2014,6000000,6000000
Casemiro,Defensive Midfield,21,São Paulo,Série A,Real Madrid,LaLiga,2013-2014,6000000,6000000
Thiago Neves,Attacking Midfield,28,Fluminense,Série A,Hilal,Professional League,2013-2014,5500000,6000000
Timm Klose,Centre-Back,25,1.FC Nuremberg,1.Bundesliga,VfL Wolfsburg,1.Bundesliga,2013-2014,5500000,6000000
Mubarak Wakaso,Central Midfield,23,Espanyol,LaLiga,Rubin Kazan,Premier Liga,2013-2014,5000000,6000000
Roberto,Goalkeeper,27,Benfica,Liga NOS,Atlético Madrid,LaLiga,2013-2014,4000000,6000000
Vicente Iborra,Defensive Midfield,25,Levante UD,LaLiga,Sevilla FC,LaLiga,2013-2014,4000000,6000000
Igor Smolnikov,Right-Back,25,Krasnodar,Premier Liga,Zenit S-Pb,Premier Liga,2013-2014,3500000,6000000
Pedro León,Right Winger,26,Real Madrid,LaLiga,Getafe CF,LaLiga,2013-2014,3000000,6000000
Renê Júnior,Central Midfield,24,Tombense, Brazil,GZ Evergrande,Super League,2013-2014,750000,6000000
Jonjo Shelvey,Central Midfield,21,Liverpool,Premier League,Swansea,Premier League,2013-2014,5500000,5900000
Victor Anichebe,Centre-Forward,25,Everton,Premier League,West Brom,Premier League,2013-2014,5000000,5900000
Stewart Downing,Left Midfield,29,Liverpool,Premier League,West Ham,Premier League,2013-2014,8500000,5800000
Tom Huddlestone,Defensive Midfield,26,Spurs,Premier League,Hull City,Premier League,2013-2014,4500000,5800000
Matt Phillips,Right Winger,22,Blackpool,Championship,QPR,Championship,2013-2014,2000000,5800000
Ishak Belfodil,Second Striker,21,Parma,Serie A,Inter,Serie A,2013-2014,10000000,5750000
Antonio Sanabria,Centre-Forward,17,FC Barcelona B,LaLiga2,Sassuolo,Serie A,2013-2014,600000,5700000
Maarten Stekelenburg,Goalkeeper,30,AS Roma,Serie A,Fulham,Premier League,2013-2014,5500000,5600000
Leroy Fer,Central Midfield,23,FC Twente,Eredivisie,Norwich,Premier League,2013-2014,7500000,5500000
Bruno Alves,Centre-Back,31,Zenit S-Pb,Premier Liga,Fenerbahce,Süper Lig,2013-2014,6500000,5500000
Vladimír Weiss,Left Winger,24,Olympiacos,Super League,Al Duhail,Stars League,2013-2014,4200000,5300000
Dwight Gayle,Centre-Forward,22,Peterborough,League One,Crystal Palace,Premier League,2013-2014,750000,5300000
Jérémy Toulalan,Defensive Midfield,29,Málaga CF,LaLiga,Monaco,Ligue 1,2013-2014,15000000,5000000
Marko Devic,Centre-Forward,30,Metalist,Premier Liga,Rubin Kazan,Premier Liga,2013-2014,8000000,5000000
Raffael,Second Striker,28,Dynamo Kyiv,Premier Liga,Bor. M'gladbach,1.Bundesliga,2013-2014,7500000,5000000
Lorenzo Melgarejo,Left Winger,23,Benfica,Liga NOS,Kuban Krasnodar,Premier Liga,2013-2014,6500000,5000000
Andreas Granqvist,Centre-Back,28,Genoa,Serie A,Krasnodar,Premier Liga,2013-2014,6500000,5000000
Franck Tabanou,Left-Back,24,Toulouse,Ligue 1,Saint-Étienne,Ligue 1,2013-2014,6000000,5000000
Benjamin Corgnet,Attacking Midfield,26,FC Lorient,Ligue 1,Saint-Étienne,Ligue 1,2013-2014,5000000,5000000
Rafael,Goalkeeper,23,Santos FC,Série A,SSC Napoli,Serie A,2013-2014,4000000,5000000
Tomás Pina,Central Midfield,25,RCD Mallorca,LaLiga2,Villarreal CF,LaLiga,2013-2014,4000000,5000000
Aleksey Ionov,Right Winger,24,Kuban Krasnodar,Premier Liga,Anzhi,Premier Liga,2013-2014,4000000,5000000
Aleksey Ionov,Right Winger,24,Anzhi,Premier Liga,Dinamo Moscow,Premier Liga,2013-2014,4000000,5000000
Ja-cheol Koo,Attacking Midfield,24,VfL Wolfsburg,1.Bundesliga,1.FSV Mainz 05,1.Bundesliga,2013-2014,4000000,5000000
Pavel Mamaev,Central Midfield,25,CSKA Moscow,Premier Liga,Krasnodar,Premier Liga,2013-2014,3700000,5000000
Martín Demichelis,Centre-Back,32,Atlético Madrid,LaLiga,Man City,Premier League,2013-2014,3000000,5000000
Paul-Georges Ntep,Left Winger,21,AJ Auxerre,Ligue 2,Stade Rennais,Ligue 1,2013-2014,3000000,5000000
Aleksandar Mitrovic,Centre-Forward,18,Partizan,SuperLiga,RSC Anderlecht,Jupiler Pro League,2013-2014,3000000,5000000
Faouzi Ghoulam,Left-Back,23,Saint-Étienne,Ligue 1,SSC Napoli,Serie A,2013-2014,3000000,5000000
