Station,Air Quality,Longitude,Latitude,O3 Hour,O3 Quality,O3 Value,NO2 Hour,NO2 Quality,NO2 Value,PM10 Hour,PM10 Quality,PM10 Value,Generated
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,21h,Good,56,21h,Good,9,06/11/2018 22:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,21h,Good,62,21h,Good,11,21h,Good,6,06/11/2018 22:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,21h,Good,52,NA,NA,NA,06/11/2018 23:00
Barcelona - Eixample,Good,2.1538,41.3853,22h,Good,6,22h,Good,66,22h,Good,12,06/11/2018 23:00
Barcelona - Gr_cia,--,2.1534,41.3987,20h,--,NA,20h,--,NA,NA,NA,NA,06/11/2018 23:00
Barcelona - Ciutadella,Good,2.1874,41.3864,22h,Good,8,22h,Good,64,NA,NA,NA,06/11/2018 23:00
Barcelona - Vall Hebron,Good,2.148,41.4261,22h,Good,54,22h,Good,18,22h,Good,8,06/11/2018 23:00
Barcelona - Palau Reial,Good,2.1151,41.3875,22h,Good,24,22h,Good,36,22h,Good,12,06/11/2018 23:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,22h,Good,60,22h,Good,9,06/11/2018 23:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,22h,Good,63,22h,Good,10,22h,Good,6,06/11/2018 23:00
Barcelona - Sants,--,2.1331,41.3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/11/2018 0:00
Barcelona - Eixample,Good,2.1538,41.3853,23h,Good,18,23h,Good,46,23h,Good,11,07/11/2018 0:00
Barcelona - Gr_cia,--,2.1534,41.3987,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/11/2018 0:00
Barcelona - Ciutadella,Good,2.1874,41.3864,23h,Good,18,23h,Good,54,NA,NA,NA,07/11/2018 0:00
Barcelona - Vall Hebron,Good,2.148,41.4261,23h,Good,59,23h,Good,13,23h,Good,8,07/11/2018 0:00
Barcelona - Palau Reial,Good,2.1151,41.3875,23h,Good,28,23h,Good,30,23h,Good,12,07/11/2018 0:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,23h,Good,48,23h,Good,9,07/11/2018 0:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,23h,Good,69,23h,Good,5,23h,Good,6,07/11/2018 0:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,0h,Good,52,NA,NA,NA,07/11/2018 1:00
Barcelona - Eixample,Good,2.1538,41.3853,0h,Good,23,0h,Good,41,1h,Good,11,07/11/2018 1:00
Barcelona - Gr_cia,Good,2.1534,41.3987,0h,Good,37,0h,Good,30,NA,NA,NA,07/11/2018 1:00
Barcelona - Ciutadella,Good,2.1874,41.3864,0h,Good,23,0h,Good,48,NA,NA,NA,07/11/2018 1:00
Barcelona - Vall Hebron,Good,2.148,41.4261,0h,Good,56,0h,Good,16,0h,Good,8,07/11/2018 1:00
Barcelona - Palau Reial,Good,2.1151,41.3875,0h,Good,42,0h,Good,16,0h,Good,12,07/11/2018 1:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,0h,Good,34,0h,Good,9,07/11/2018 1:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,0h,Good,62,0h,Good,10,0h,Good,6,07/11/2018 1:00
Barcelona - Sants,--,2.1331,41.3788,NA,NA,NA,23h,--,NA,NA,NA,NA,07/11/2018 2:00
Barcelona - Eixample,Good,2.1538,41.3853,1h,Good,29,1h,Good,34,1h,Good,11,07/11/2018 2:00
Barcelona - Gr_cia,Good,2.1534,41.3987,1h,Good,41,1h,Good,26,NA,NA,NA,07/11/2018 2:00
Barcelona - Ciutadella,Good,2.1874,41.3864,1h,Good,17,1h,Good,52,NA,NA,NA,07/11/2018 2:00
Barcelona - Vall Hebron,Good,2.148,41.4261,1h,Good,29,1h,Good,41,1h,Good,8,07/11/2018 2:00
Barcelona - Palau Reial,Good,2.1151,41.3875,1h,Good,40,1h,Good,18,1h,Good,12,07/11/2018 2:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,1h,Good,30,1h,Good,9,07/11/2018 2:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,1h,Good,50,1h,Good,23,1h,Good,6,07/11/2018 2:00
Barcelona - Sants,--,2.1331,41.3788,NA,NA,NA,0h,--,NA,NA,NA,NA,07/11/2018 3:00
Barcelona - Eixample,Good,2.1538,41.3853,2h,Good,23,2h,Good,41,2h,Good,11,07/11/2018 3:00
Barcelona - Gr_cia,Good,2.1534,41.3987,1h,Good,41,1h,Good,26,NA,NA,NA,07/11/2018 3:00
Barcelona - Ciutadella,Good,2.1874,41.3864,2h,Good,5,2h,Good,68,NA,NA,NA,07/11/2018 3:00
Barcelona - Vall Hebron,Good,2.148,41.4261,2h,Good,33,2h,Good,37,2h,Good,8,07/11/2018 3:00
Barcelona - Palau Reial,Good,2.1151,41.3875,2h,Good,47,2h,Good,10,2h,Good,11,07/11/2018 3:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,2h,Good,47,2h,Good,9,07/11/2018 3:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,2h,Good,66,2h,Good,9,2h,Good,5,07/11/2018 3:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,3h,Good,21,NA,NA,NA,07/11/2018 4:00
Barcelona - Eixample,Good,2.1538,41.3853,3h,Good,28,3h,Good,35,3h,Good,11,07/11/2018 4:00
Barcelona - Gr_cia,Good,2.1534,41.3987,1h,Good,41,1h,Good,26,NA,NA,NA,07/11/2018 4:00
Barcelona - Ciutadella,Good,2.1874,41.3864,3h,Good,6,3h,Good,57,NA,NA,NA,07/11/2018 4:00
Barcelona - Vall Hebron,Good,2.148,41.4261,3h,Good,24,3h,Good,41,4h,Good,7,07/11/2018 4:00
Barcelona - Palau Reial,Good,2.1151,41.3875,3h,Good,50,3h,Good,7,3h,Good,11,07/11/2018 4:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,3h,Good,42,3h,Good,9,07/11/2018 4:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,3h,Good,70,3h,Good,6,3h,Good,5,07/11/2018 4:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,4h,Good,17,NA,NA,NA,07/11/2018 5:00
Barcelona - Eixample,Good,2.1538,41.3853,4h,Good,6,4h,Good,61,4h,Good,11,07/11/2018 5:00
Barcelona - Gr_cia,--,2.1534,41.3987,2h,--,NA,2h,--,NA,NA,NA,NA,07/11/2018 5:00
Barcelona - Ciutadella,Good,2.1874,41.3864,4h,Good,8,4h,Good,49,NA,NA,NA,07/11/2018 5:00
Barcelona - Vall Hebron,Good,2.148,41.4261,4h,Good,58,4h,Good,14,4h,Good,8,07/11/2018 5:00
Barcelona - Palau Reial,Good,2.1151,41.3875,4h,Good,56,4h,Good,3,4h,Good,11,07/11/2018 5:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,4h,Good,53,4h,Good,8,07/11/2018 5:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,4h,Good,70,4h,Good,7,4h,Good,5,07/11/2018 5:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,5h,Good,15,NA,NA,NA,07/11/2018 6:00
Barcelona - Eixample,Good,2.1538,41.3853,5h,Good,2,5h,Good,67,5h,Good,11,07/11/2018 6:00
Barcelona - Gr_cia,--,2.1534,41.3987,3h,--,NA,3h,--,NA,NA,NA,NA,07/11/2018 6:00
Barcelona - Ciutadella,Good,2.1874,41.3864,5h,Good,6,5h,Good,45,NA,NA,NA,07/11/2018 6:00
Barcelona - Vall Hebron,Good,2.148,41.4261,5h,Good,35,5h,Good,42,5h,Good,8,07/11/2018 6:00
Barcelona - Palau Reial,Good,2.1151,41.3875,5h,Good,58,5h,Good,3,5h,Good,11,07/11/2018 6:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,5h,Good,44,5h,Good,9,07/11/2018 6:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,5h,Good,69,5h,Good,10,5h,Good,5,07/11/2018 6:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,6h,Good,26,NA,NA,NA,07/11/2018 7:00
Barcelona - Eixample,Good,2.1538,41.3853,6h,Good,4,6h,Good,64,6h,Good,11,07/11/2018 7:00
Barcelona - Gr_cia,--,2.1534,41.3987,4h,--,NA,4h,--,NA,NA,NA,NA,07/11/2018 7:00
Barcelona - Ciutadella,Good,2.1874,41.3864,6h,Good,3,6h,Good,50,NA,NA,NA,07/11/2018 7:00
Barcelona - Vall Hebron,Good,2.148,41.4261,6h,Good,35,6h,Good,33,6h,Good,8,07/11/2018 7:00
Barcelona - Palau Reial,Good,2.1151,41.3875,6h,Good,46,6h,Good,16,6h,Good,11,07/11/2018 7:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,6h,Good,51,6h,Good,9,07/11/2018 7:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,6h,Good,60,6h,Good,17,6h,Good,5,07/11/2018 7:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,7h,Good,41,NA,NA,NA,07/11/2018 8:00
Barcelona - Eixample,Good,2.1538,41.3853,7h,Good,2,7h,Good,77,7h,Good,12,07/11/2018 8:00
Barcelona - Gr_cia,Good,2.1534,41.3987,7h,Good,32,7h,Good,38,NA,NA,NA,07/11/2018 8:00
Barcelona - Ciutadella,Good,2.1874,41.3864,7h,Good,1,7h,Good,58,NA,NA,NA,07/11/2018 8:00
Barcelona - Vall Hebron,Good,2.148,41.4261,7h,Good,5,7h,Good,80,7h,Good,8,07/11/2018 8:00
Barcelona - Palau Reial,Good,2.1151,41.3875,7h,Good,37,7h,Good,22,7h,Good,11,07/11/2018 8:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,7h,Good,62,7h,Good,10,07/11/2018 8:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,7h,Good,60,7h,Good,18,7h,Good,5,07/11/2018 8:00
