year_film,year_award,ceremony,category,nominee,film,win
2008,2009,66,Best Performance by an Actress in a Television Series - Musical or Comedy,Mary-Louise Parker,Weeds,FALSE
2008,2009,66,Best Performance by an Actress in a Television Series - Musical or Comedy,Christina Applegate,Samantha Who?,FALSE
2008,2009,66,Best Performance by an Actor in a Television Series - Musical or Comedy,Alec Baldwin,30 Rock,TRUE
2008,2009,66,Best Performance by an Actor in a Television Series - Musical or Comedy,Steve Carell,"Office, The",FALSE
2008,2009,66,Best Performance by an Actor in a Television Series - Musical or Comedy,Kevin Connolly,Entourage,FALSE
2008,2009,66,Best Performance by an Actor in a Television Series - Musical or Comedy,David Duchovny,Californication,FALSE
2008,2009,66,Best Performance by an Actor in a Television Series - Musical or Comedy,Tony Shalhoub,Monk,FALSE
2008,2009,66,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Laura Dern,Recount,TRUE
2008,2009,66,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Melissa George,In Treatment,FALSE
2008,2009,66,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rachel Griffiths,Brothers & Sisters,FALSE
2008,2009,66,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Dianne Wiest,In Treatment,FALSE
2008,2009,66,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Eileen Atkins,Cranford,FALSE
2008,2009,66,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Tom Wilkinson,John Adams,TRUE
2008,2009,66,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Neil Patrick Harris,How I Met Your Mother,FALSE
2008,2009,66,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Denis Leary,Recount,FALSE
2008,2009,66,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jeremy Piven,Entourage,FALSE
2008,2009,66,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Blair Underwood,In Treatment,FALSE
2008,2009,66,Cecil B. deMille Award,Steven Spielberg,,FALSE
2009,2010,67,Best Motion Picture - Drama,Avatar,,TRUE
2009,2010,67,Best Motion Picture - Drama,"Hurt Locker, The",,FALSE
2009,2010,67,Best Motion Picture - Drama,Inglourious Basterds,,FALSE
2009,2010,67,Best Motion Picture - Drama,Precious: Based On The Novel Push By Sapphire,,FALSE
2009,2010,67,Best Motion Picture - Drama,Up In The Air,,FALSE
2009,2010,67,Best Motion Picture - Musical or Comedy,"Hangover, The",,TRUE
2009,2010,67,Best Motion Picture - Musical or Comedy,(500) Days of Summer,,FALSE
2009,2010,67,Best Motion Picture - Musical or Comedy,It's Complicated,,FALSE
2009,2010,67,Best Motion Picture - Musical or Comedy,Julie & Julia,,FALSE
2009,2010,67,Best Motion Picture - Musical or Comedy,Nine,,FALSE
2009,2010,67,Best Performance by an Actress in a Motion Picture - Drama,Sandra Bullock,"Blind Side, The",TRUE
2009,2010,67,Best Performance by an Actress in a Motion Picture - Drama,Emily Blunt,"Young Victoria, The",FALSE
2009,2010,67,Best Performance by an Actress in a Motion Picture - Drama,Helen Mirren,"Last Station, The",FALSE
2009,2010,67,Best Performance by an Actress in a Motion Picture - Drama,Carey Mulligan,"Education, An",FALSE
2009,2010,67,Best Performance by an Actress in a Motion Picture - Drama,Gabourey Sidibe,Precious: Based On The Novel Push By Sapphire,FALSE
2009,2010,67,Best Performance by an Actor in a Motion Picture - Drama,Jeff Bridges,Crazy Heart,TRUE
2009,2010,67,Best Performance by an Actor in a Motion Picture - Drama,George Clooney,Up In The Air,FALSE
2009,2010,67,Best Performance by an Actor in a Motion Picture - Drama,Colin Firth,A Single Man,FALSE
2009,2010,67,Best Performance by an Actor in a Motion Picture - Drama,Morgan Freeman,Invictus,FALSE
2009,2010,67,Best Performance by an Actor in a Motion Picture - Drama,Tobey Maguire,Brothers,FALSE
2009,2010,67,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,Julie & Julia,TRUE
2009,2010,67,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Sandra Bullock,"Proposal, The",FALSE
2009,2010,67,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Marion Cotillard,Nine,FALSE
2009,2010,67,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julia Roberts,Duplicity,FALSE
2009,2010,67,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,It's Complicated,FALSE
2009,2010,67,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robert Downey Jr.,Sherlock Holmes,TRUE
2009,2010,67,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Matt Damon,The Informant!,FALSE
2009,2010,67,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Daniel Day-Lewis,Nine,FALSE
2009,2010,67,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Joseph Gordon-Levitt,(500) Days of Summer,FALSE
2009,2010,67,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Michael Stuhlbarg,"Serious Man, A",FALSE
2009,2010,67,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mo'Nique,Precious: Based On The Novel Push By Sapphire,TRUE
2009,2010,67,Best Performance by an Actress in a Supporting Role in any Motion Picture,Vera Farmiga,Up In The Air,FALSE
2009,2010,67,Best Performance by an Actress in a Supporting Role in any Motion Picture,Anna Kendrick,Up In The Air,FALSE
2009,2010,67,Best Performance by an Actress in a Supporting Role in any Motion Picture,Julianne Moore,A Single Man,FALSE
2009,2010,67,Best Performance by an Actress in a Supporting Role in any Motion Picture,Penélope Cruz,Nine,FALSE
2009,2010,67,Best Performance by an Actor in a Supporting Role in any Motion Picture,Christoph Waltz,Inglourious Basterds,TRUE
2009,2010,67,Best Performance by an Actor in a Supporting Role in any Motion Picture,Matt Damon,Invictus,FALSE
2009,2010,67,Best Performance by an Actor in a Supporting Role in any Motion Picture,Woody Harrelson,"Messenger, The",FALSE
2009,2010,67,Best Performance by an Actor in a Supporting Role in any Motion Picture,Christopher Plummer,"Last Station, The",FALSE
2009,2010,67,Best Performance by an Actor in a Supporting Role in any Motion Picture,Stanley Tucci,"Lovely Bones, The",FALSE
2009,2010,67,Best Director - Motion Picture,James Cameron,Avatar,TRUE
2009,2010,67,Best Director - Motion Picture,Kathryn Bigelow,"Hurt Locker, The",FALSE
2009,2010,67,Best Director - Motion Picture,Jason Reitman,Up In The Air,FALSE
2009,2010,67,Best Director - Motion Picture,Quentin Tarantino,Inglourious Basterds,FALSE
2009,2010,67,Best Director - Motion Picture,Clint Eastwood,Invictus,FALSE
2009,2010,67,Best Screenplay - Motion Picture,"Jason Reitman, Sheldon Turner",Up In The Air,TRUE
2009,2010,67,Best Screenplay - Motion Picture,"Neill Blomkamp, Terri Tatchell",District 9,FALSE
2009,2010,67,Best Screenplay - Motion Picture,Mark Boal,"Hurt Locker, The",FALSE
2009,2010,67,Best Screenplay - Motion Picture,Nancy Meyers,It's Complicated,FALSE
2009,2010,67,Best Screenplay - Motion Picture,Quentin Tarantino,Inglourious Basterds,FALSE
2009,2010,67,Best Motion Picture - Animated,Up,,TRUE
2009,2010,67,Best Motion Picture - Animated,Coraline,,FALSE
2009,2010,67,Best Motion Picture - Animated,Fantastic Mr. Fox,,FALSE
2009,2010,67,Best Motion Picture - Animated,"Princess And The Frog, The",,FALSE
2009,2010,67,Best Motion Picture - Animated,Cloudy With A Chance Of Meatballs,,FALSE
2009,2010,67,Best Motion Picture - Foreign Language,The White Ribbon (Das Weisse Band - Eine Deutsche Kindergeschichte),"Germany, Michael Haneke",TRUE
2009,2010,67,Best Motion Picture - Foreign Language,Baarìa,"Italy, Giuseppe Tornatore",FALSE
2009,2010,67,Best Motion Picture - Foreign Language,Broken Embraces,"Spain, Pedro Almodóvar",FALSE
2009,2010,67,Best Motion Picture - Foreign Language,The Maid (La Nana),"Chile, Sebastián Silva",FALSE
2009,2010,67,Best Motion Picture - Foreign Language,A Prophet (Un Prophete),"France, Jacques Audiard",FALSE
2009,2010,67,Best Original Score - Motion Picture,Michael Giacchino,Up,TRUE
2009,2010,67,Best Original Score - Motion Picture,Marvin Hamlisch,The Informant!,FALSE
2009,2010,67,Best Original Score - Motion Picture,James Horner,Avatar,FALSE
2009,2010,67,Best Original Score - Motion Picture,Abel Korzeniowski,A Single Man,FALSE
2009,2010,67,Best Original Score - Motion Picture,"Karen O, Carter Burwell",Where The Wild Things Are,FALSE
2009,2010,67,Best Original Song - Motion Picture,"""The Weary Kind (Theme From Crazy Heart)"", T Bone Burnett, Ryan Bingham",Crazy Heart,TRUE
2009,2010,67,Best Original Song - Motion Picture,"""Winter"", U2",Brothers,FALSE
2009,2010,67,Best Original Song - Motion Picture,"""Cinema Italiano"", Maury Yeston",Nine,FALSE
2009,2010,67,Best Original Song - Motion Picture,"""(I Want To) Come Home"", Paul McCartney",Everybody's Fine,FALSE
2009,2010,67,Best Original Song - Motion Picture,"I See You, James Horner, Simon Franglen, Kuk Harrell",Avatar,FALSE
2009,2010,67,Best Television Series - Drama,Mad Men,,TRUE
2009,2010,67,Best Television Series - Drama,Big Love,,FALSE
2009,2010,67,Best Television Series - Drama,Dexter,,FALSE
2009,2010,67,Best Television Series - Drama,House,,FALSE
2009,2010,67,Best Television Series - Drama,True Blood,,FALSE
2009,2010,67,Best Television Series - Musical or Comedy,Glee,,TRUE
2009,2010,67,Best Television Series - Musical or Comedy,"Office, The",,FALSE
2009,2010,67,Best Television Series - Musical or Comedy,30 Rock,,FALSE
2009,2010,67,Best Television Series - Musical or Comedy,Entourage,,FALSE
2009,2010,67,Best Television Series - Musical or Comedy,Modern Family,,FALSE
2009,2010,67,Best Television Limited Series or Motion Picture Made for Television,Grey Gardens,,TRUE
2009,2010,67,Best Television Limited Series or Motion Picture Made for Television,Georgia O'Keeffe,,FALSE
2009,2010,67,Best Television Limited Series or Motion Picture Made for Television,Into The Storm,,FALSE
2009,2010,67,Best Television Limited Series or Motion Picture Made for Television,Little Dorrit,,FALSE
2009,2010,67,Best Television Limited Series or Motion Picture Made for Television,Taking Chance,,FALSE
2009,2010,67,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Drew Barrymore,Grey Gardens,TRUE
2009,2010,67,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jessica Lange,Grey Gardens,FALSE
2009,2010,67,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Anna Paquin,The Courageous Heart of Irena Sendler,FALSE
2009,2010,67,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Sigourney Weaver,Prayers For Bobby,FALSE
2009,2010,67,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Joan Allen,Georgia O'Keeffe,FALSE
2009,2010,67,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Kevin Bacon,Taking Chance,TRUE
2009,2010,67,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Kenneth Branagh,Wallander: One Step Behind,FALSE
2009,2010,67,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Chiwetel Ejiofor,Endgame,FALSE
2009,2010,67,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Brendan Gleeson,Into The Storm,FALSE
2009,2010,67,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Jeremy Irons,Georgia O'Keeffe,FALSE
2009,2010,67,Best Performance by an Actress In A Television Series - Drama,Julianna Margulies,The Good Wife,TRUE
2009,2010,67,Best Performance by an Actress In A Television Series - Drama,Glenn Close,Damages,FALSE
2009,2010,67,Best Performance by an Actress In A Television Series - Drama,January Jones,Mad Men,FALSE
2009,2010,67,Best Performance by an Actress In A Television Series - Drama,Anna Paquin,True Blood,FALSE
2009,2010,67,Best Performance by an Actress In A Television Series - Drama,Kyra Sedgwick,"Closer, The",FALSE
2009,2010,67,Best Performance by an Actor In A Television Series - Drama,Michael C. Hall,Dexter,TRUE
2009,2010,67,Best Performance by an Actor In A Television Series - Drama,Simon Baker,"Mentalist, The",FALSE
2009,2010,67,Best Performance by an Actor In A Television Series - Drama,Jon Hamm,Mad Men,FALSE
2009,2010,67,Best Performance by an Actor In A Television Series - Drama,Hugh Laurie,House,FALSE
2009,2010,67,Best Performance by an Actor In A Television Series - Drama,Bill Paxton,Big Love,FALSE
2009,2010,67,Best Performance by an Actress in a Television Series - Musical or Comedy,Toni Collette,United States Of Tara,TRUE
2009,2010,67,Best Performance by an Actress in a Television Series - Musical or Comedy,Courteney Cox,Cougar Town,FALSE
2009,2010,67,Best Performance by an Actress in a Television Series - Musical or Comedy,Edie Falco,Nurse Jackie,FALSE
2009,2010,67,Best Performance by an Actress in a Television Series - Musical or Comedy,Tina Fey,30 Rock,FALSE
2009,2010,67,Best Performance by an Actress in a Television Series - Musical or Comedy,Lea Michele,Glee,FALSE
2009,2010,67,Best Performance by an Actor in a Television Series - Musical or Comedy,Alec Baldwin,30 Rock,TRUE
2009,2010,67,Best Performance by an Actor in a Television Series - Musical or Comedy,Steve Carell,"Office, The",FALSE
2009,2010,67,Best Performance by an Actor in a Television Series - Musical or Comedy,David Duchovny,Californication,FALSE
2009,2010,67,Best Performance by an Actor in a Television Series - Musical or Comedy,Thomas Jane,Hung,FALSE
2009,2010,67,Best Performance by an Actor in a Television Series - Musical or Comedy,Matthew Morrison,Glee,FALSE
2009,2010,67,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Chloë Sevigny,Big Love,TRUE
2009,2010,67,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jane Adams,Hung,FALSE
2009,2010,67,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rose Byrne,Damages,FALSE
2009,2010,67,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jane Lynch,Glee,FALSE
2009,2010,67,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Janet McTeer,Into The Storm,FALSE
2009,2010,67,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Lithgow,Dexter,TRUE
2009,2010,67,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Michael Emerson,Lost,FALSE
